refArea,Percentage of cases out of national total ,structure,Observation URI,references,Existence of chronic diseases - Hypertension,publisher,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
http://dbpedia.org/resource/Marjeyoun_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rabb+Et-Tlatine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rabb Et-Tlatine,51,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1.70E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rabieh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rabieh,1838,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rachaaine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaaine,790,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rachaf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaf,167,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hasbaya_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rachaiya+El-Foukhar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaiya El-Foukhar,9,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Beqaa_Governorate,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rachaya+El+Wadi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaya El Wadi,476,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Beqaa_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rafid+Rachaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rafid Rachaya,178,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rahbeh,710,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ram,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ram,12,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ramlieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ramlieh,8,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ramyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ramyet Bent Jbeil,115,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ras+Baalbek+Ech-Charqi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras Baalbek Ech-Charqi,84,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,6.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ras+El+Matn,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ras El Matn,668,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ras+El-Href,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras El-Href,69,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ras+Kifa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras Kifa,51,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ras+Masqa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ras Masqa,1051,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rasha,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rasha,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rashana,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rashana,17,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rawda+Bekaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rawda Bekaa,13,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rawda+Village,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rawda Village,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rayfoun,253,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rechdibbine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rechdibbine,277,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Richmaiya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Richmaiya,45,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rihan+Jezzine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rihan Jezzine,51,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rihana,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rihana,31,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rihaniyet Aakkar,131,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rihaniyet+Minie,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rihaniyet Minie,321,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rijmeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rijmeh,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rimat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rimat,9,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rimhala,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rimhala,17,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rmadiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rmadiyeh,399,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rmaich,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rmaich,705,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rmeilet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rmeilet Ech-Chouf,209,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Rouayssrt+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rouayssrt El-Ballout,41,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Roum,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Roum,113,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,8.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Roumieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Roumieh,832,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Roumine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Roumine,209,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saadine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saadine,25,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,1.20E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saadnayel,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saadnayel,1279,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saaideh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Saaideh,92,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sabbah,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sabbah,14,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sadiqine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sadiqine,1059,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Safad+Al-Battikh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Safad Al-Battikh,343,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,1.30E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Safra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Safra Kesrouane,1368,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saghbine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saghbine,339,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sahle,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sahle,27,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,3.90E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saida,4120,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,1.10E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saksakiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saksakiyeh,1139,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Salhiyet+Saida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Salhiyet Saida,113,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Salima+Baabda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Salima Baabda,355,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sammaqiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sammaqiyeh,27,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sanaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sanaya,13,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saouanet+Marjayoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Saouanet Marjayoun,494,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Saoufar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Saoufar,345,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,2.10E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sarafand,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sarafand,2188,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sarba+En-Nabatieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sarba En-Nabatieh,239,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sariita,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sariita,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sarin+Fawqa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sarin Fawqa,495,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sayssouq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sayssouq,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sebaal+Zgharta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sebaal Zgharta,166,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hermel_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sehjoud,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sehjoud,25,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Selaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Selaa,11,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Selaata,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Selaata,71,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Selfaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Selfaya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Semqaniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Semqaniyeh,517,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Seraal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Seraal,86,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Serraaine+Et-Tahta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Serraaine Et-Tahta,371,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sfaray,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sfaray,18,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sfaynet+El-Qaitaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sfaynet El-Qaitaa,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sfinet+Ed-Draib,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sfinet Ed-Draib,30,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sfireh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sfireh,166,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hermel_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Shawagheer+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Shawagheer El-Faouqa,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Shayleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Shayleh Kesrouane,41,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sibline,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sibline,726,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sindianet+Zeidane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sindianet Zeidane,55,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sini,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sini,84,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,3.40E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sinn+El-Fil,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sinn El-Fil,3591,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sir+Ed-Danniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Sir Ed-Danniyeh,365,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,6.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sir+El-Gharbiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sir El-Gharbiyeh,686,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sirhmoul,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sirhmoul,4,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sirjbal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sirjbal,20,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,1.30E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Sohmor,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Sohmor,1420,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Western_Beqaa_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Soltan+Yacoub+el+Aradi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Soltan Yacoub el Aradi,314,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
